N,Z,E,U(E),known,A,N-Z,N/Z
104,75,8003.7666,0.1376,1,179,29,1.3866666666666667
103,76,7979.4844,0.0866,1,179,27,1.355263157894737
102,77,7947.5248,0.0546,1,179,25,1.3246753246753247
101,78,7910.6759,0.0446,1,179,23,1.294871794871795
100,79,7865.6374,0.0653,1,179,21,1.2658227848101267
99,80,7816.2631,0.1571,1,179,19,1.2375
98,81,7763.4942,0.2159,1,179,17,1.2098765432098766
97,82,7701.463,0.4538,1,179,15,1.1829268292682926
112,68,7960.0,3.0,0,180,44,1.6470588235294117
111,69,7983.0,2.0,0,180,42,1.608695652173913
110,70,8016.0,2.0,0,180,40,1.5714285714285714
109,71,8022.0394,0.3929,1,180,38,1.5352112676056338
108,72,8034.9319,0.0079,1,180,36,1.5
107,73,8025.8864,0.0115,1,180,34,1.4657534246575343
106,74,8025.4434,0.008,1,180,32,1.4324324324324325
105,75,7999.9922,0.1188,1,180,30,1.4
104,76,7987.4171,0.0873,1,180,28,1.368421052631579
103,77,7947.6337,0.1206,1,180,26,1.3376623376623376
102,78,7923.5781,0.0558,1,180,24,1.3076923076923077
101,79,7870.3194,0.0264,1,180,22,1.2784810126582278
100,80,7836.1111,0.0702,1,180,20,1.25
99,81,7771.431,0.3884,1,180,18,1.2222222222222223
98,82,7725.6993,0.0689,1,180,16,1.1951219512195121
112,69,7969.0,3.0,0,181,43,1.6231884057971016
111,70,7996.0,2.0,0,181,41,1.5857142857142856
110,71,8011.9301,0.6948,1,181,39,1.5492957746478873
109,72,8022.003,0.0079,1,181,37,1.5138888888888888
108,73,8023.405,0.0087,1,181,35,1.4794520547945205
107,74,8017.9494,0.008,1,181,33,1.445945945945946
106,75,8004.1434,0.0693,1,181,31,1.4133333333333333
105,76,7983.4263,0.14,1,181,29,1.381578947368421
104,77,7956.5242,0.029,1,181,27,1.3506493506493507
103,78,7924.1271,0.0756,1,181,25,1.3205128205128205
102,79,7883.8359,0.1104,1,181,23,1.2911392405063291
101,80,7839.6792,0.085,1,181,21,1.2625
100,81,7791.9183,0.0503,1,181,19,1.2345679012345678
99,82,7734.0704,0.4698,1,181,17,1.2073170731707317
113,69,7948.0,3.0,0,182,44,1.6376811594202898
112,70,7984.0,2.0,0,182,42,1.6
111,71,7996.0,1.0,0,182,40,1.5633802816901408
110,72,8014.8381,0.0339,1,182,38,1.5277777777777777
109,73,8012.6332,0.0087,1,182,36,1.4931506849315068
108,74,8018.3096,0.0041,1,182,34,1.4594594594594594
107,75,7998.6264,0.5603,1,182,32,1.4266666666666667
106,76,7989.7287,0.1195,1,182,30,1.394736842105263
105,77,7954.8948,0.1152,1,182,28,1.3636363636363635
104,78,7934.7541,0.0719,1,182,26,1.3333333333333333
103,79,7887.2442,0.1031,1,182,24,1.3037974683544304
102,80,7856.9726,0.0538,1,182,22,1.275
101,81,7796.3571,0.0658,1,182,20,1.2469135802469136
100,82,7756.3296,0.0664,1,182,18,1.2195121951219512
113,70,7963.0,2.0,0,183,43,1.6142857142857143
112,71,7984.8125,0.4378,1,183,41,1.5774647887323943
111,72,8000.0315,0.1642,1,183,39,1.5416666666666667
110,73,8006.74,0.0087,1,183,37,1.5068493150684932
109,74,8008.3234,0.0041,1,183,35,1.472972972972973
108,75,8001.0101,0.0439,1,183,33,1.44
107,76,7985.0087,0.272,1,183,31,1.4078947368421053
106,77,7961.8176,0.1348,1,183,29,1.3766233766233766
105,78,7933.3406,0.0777,1,183,27,1.3461538461538463
104,79,7898.5644,0.0515,1,183,25,1.3164556962025316
103,80,7859.3885,0.0387,1,183,23,1.2875
102,81,7815.6741,0.051,1,183,21,1.2592592592592593
101,82,7762.179,0.1584,1,183,19,1.2317073170731707
114,70,7951.0,3.0,0,184,44,1.6285714285714286
113,71,7967.0,1.0,0,184,42,1.591549295774648
112,72,7990.7228,0.2158,1,184,40,1.5555555555555556
111,73,7993.7535,0.1414,1,184,38,1.5205479452054795
110,74,8005.0777,0.004,1,184,36,1.4864864864864864
109,75,7992.7517,0.0232,1,184,34,1.4533333333333334
108,76,7988.6778,0.0045,1,184,32,1.4210526315789473
107,77,7959.1992,0.1519,1,184,30,1.3896103896103895
106,78,7942.5649,0.0801,1,184,28,1.358974358974359
105,79,7900.1947,0.1211,1,184,26,1.3291139240506329
104,80,7874.3454,0.0518,1,184,24,1.3
103,81,7818.6727,0.0544,1,184,22,1.271604938271605
102,82,7782.7264,0.0696,1,184,20,1.2439024390243902
101,83,7712.0,1.0,0,184,18,1.216867469879518
115,70,7929.0,3.0,0,185,45,1.6428571428571428
114,71,7955.0,2.0,0,185,43,1.6056338028169015
113,72,7973.9711,0.3474,1,185,41,1.5694444444444444
112,73,7986.3615,0.0765,1,185,39,1.5342465753424657
111,74,7992.9083,0.004,1,185,37,1.5
110,75,7991.0101,0.0044,1,185,35,1.4666666666666666
109,76,7981.3047,0.0045,1,185,33,1.4342105263157894
108,77,7963.7226,0.1511,1,185,31,1.4025974025974026
107,78,7939.7779,0.1396,1,185,29,1.3717948717948718
106,79,7909.441,0.0141,1,185,27,1.3417721518987342
105,80,7874.5391,0.0737,1,185,25,1.3125
104,81,7835.5756,0.1118,1,185,23,1.2839506172839505
103,82,7786.933,0.0874,1,185,21,1.2560975609756098
102,83,7732.0,0.0,0,185,19,1.2289156626506024
115,71,7936.0,2.0,0,186,44,1.619718309859155
114,72,7964.3032,0.2754,1,186,42,1.5833333333333333
113,73,7971.8357,0.3226,1,186,40,1.547945205479452
112,74,7988.6026,0.0065,1,186,38,1.5135135135135136
111,75,7981.2713,0.0044,1,186,36,1.48
110,76,7982.8324,0.0041,1,186,34,1.4473684210526316
109,77,7958.0473,0.0888,1,186,32,1.4155844155844155
108,78,7946.8094,0.1169,1,186,30,1.3846153846153846
107,79,7909.5409,0.1127,1,186,28,1.3544303797468353
106,80,7888.2605,0.0626,1,186,26,1.325
105,81,7837.5161,0.1116,1,186,24,1.2962962962962963
104,82,7805.342,0.0592,1,186,22,1.2682926829268293
103,83,7739.1175,0.0911,1,186,20,1.2409638554216869
102,84,7695.9488,0.0983,1,186,18,1.2142857142857142
116,71,7923.0,2.0,0,187,45,1.6338028169014085
115,72,7947.0,1.0,0,187,43,1.5972222222222223
114,73,7963.2123,0.2989,1,187,41,1.5616438356164384
113,74,7975.1168,0.0065,1,187,39,1.527027027027027
112,75,7977.9519,0.0039,1,187,37,1.4933333333333334
111,76,7973.7814,0.0039,1,187,35,1.4605263157894737
110,77,7960.6692,0.1494,1,187,33,1.4285714285714286
109,78,7941.1699,0.1287,1,187,31,1.3974358974358974
108,79,7917.4323,0.1203,1,187,29,1.3670886075949367
107,80,7886.9905,0.0688,1,187,27,1.3375
106,81,7852.465,0.043,1,187,25,1.308641975308642
105,82,7808.401,0.0272,1,187,23,1.2804878048780488
104,83,7758.2083,0.0535,1,187,21,1.2530120481927711
103,84,7704.7889,0.1745,1,187,19,1.2261904761904763
117,71,7903.0,2.0,0,188,46,1.647887323943662
116,72,7936.0,2.0,0,188,44,1.6111111111111112
115,73,7948.0,1.0,0,188,42,1.5753424657534247
114,74,7969.0532,0.0164,1,188,40,1.5405405405405406
113,75,7966.7481,0.0039,1,188,38,1.5066666666666666
112,76,7973.8656,0.0039,1,188,36,1.4736842105263157
111,77,7954.8512,0.0501,1,188,34,1.4415584415584415
110,78,7947.9027,0.0282,1,188,32,1.4102564102564104
109,79,7914.7537,0.0144,1,188,30,1.379746835443038
108,80,7899.034,0.0361,1,188,28,1.35
107,81,7853.0537,0.1591,1,188,26,1.3209876543209877
106,82,7824.8211,0.0539,1,188,24,1.2926829268292683
105,83,7764.1904,0.0595,1,188,22,1.2650602409638554
104,84,7724.6544,0.1062,1,188,20,1.2380952380952381
117,72,7917.0,2.0,0,189,45,1.625
116,73,7938.0,1.0,0,189,43,1.5890410958904109
115,74,7954.0,1.0,0,189,41,1.554054054054054
114,75,7961.8105,0.0433,1,189,39,1.52
113,76,7963.0029,0.0035,1,189,37,1.486842105263158
112,77,7956.0214,0.0665,1,189,35,1.4545454545454546
111,78,7941.4045,0.0534,1,189,33,1.4230769230769231
110,79,7921.9876,0.1063,1,189,31,1.3924050632911393
109,80,7896.9192,0.1669,1,189,29,1.3625
108,81,7866.2704,0.0443,1,189,27,1.3333333333333333
107,82,7826.2999,0.0744,1,189,25,1.3048780487804879
106,83,7780.9999,0.1103,1,189,23,1.2771084337349397
105,84,7731.1321,0.1167,1,189,21,1.25
118,72,7905.0,2.0,0,190,46,1.6388888888888888
117,73,7922.0,1.0,0,190,44,1.6027397260273972
116,74,7947.5031,0.1863,1,190,42,1.5675675675675675
115,75,7949.7759,0.0256,1,190,40,1.5333333333333334
114,76,7962.1047,0.0034,1,190,38,1.5
113,77,7947.7017,0.0072,1,190,36,1.4675324675324675
112,78,7946.4941,0.0035,1,190,34,1.435897435897436
111,79,7918.8345,0.0181,1,190,32,1.4050632911392404
110,80,7907.0174,0.0837,1,190,30,1.375
109,81,7866.0345,0.0382,1,190,28,1.345679012345679
108,82,7841.1294,0.0659,1,190,26,1.3170731707317074
107,83,7785.3239,0.1104,1,190,24,1.2891566265060241
106,84,7749.4526,0.0693,1,190,22,1.2619047619047619
118,73,7911.0,2.0,0,191,45,1.6164383561643836
117,74,7931.4359,0.2195,1,191,43,1.5810810810810811
116,75,7943.9588,0.0537,1,191,41,1.5466666666666666
115,76,7950.5687,0.0035,1,191,39,1.513157894736842
114,77,7948.1144,0.0069,1,191,37,1.4805194805194806
113,78,7938.7279,0.0216,1,191,35,1.4487179487179487
112,79,7924.6819,0.0258,1,191,33,1.4177215189873418
111,80,7903.8002,0.1167,1,191,31,1.3875
110,81,7877.1445,0.0385,1,191,29,1.3580246913580247
109,82,7841.6782,0.0346,1,191,27,1.329268292682927
108,83,7800.6613,0.0392,1,191,25,1.3012048192771084
107,84,7753.7871,0.0372,1,191,23,1.2738095238095237
106,85,7702.9233,0.0843,1,191,21,1.2470588235294118
119,73,7894.0,2.0,0,192,46,1.63013698630137
118,74,7924.0,1.0,0,192,44,1.5945945945945945
117,75,7930.2389,0.3687,1,192,42,1.56
116,76,7948.526,0.0121,1,192,40,1.5263157894736843
115,77,7938.9999,0.0068,1,192,38,1.4935064935064934
114,78,7942.4923,0.0134,1,192,36,1.4615384615384615
113,79,7920.1033,0.0824,1,192,34,1.4303797468354431
112,80,7912.0666,0.0809,1,192,32,1.4
111,81,7876.0167,0.165,1,192,30,1.3703703703703705
110,82,7854.6482,0.0298,1,192,28,1.3414634146341464
109,83,7803.6084,0.1568,1,192,26,1.3132530120481927
108,84,7771.0542,0.0554,1,192,24,1.2857142857142858
107,85,7709.7283,0.1452,1,192,22,1.2588235294117647
120,73,7883.0,2.0,0,193,47,1.643835616438356
119,74,7907.0,1.0,0,193,45,1.6081081081081081
118,75,7923.9378,0.2027,1,193,43,1.5733333333333333
117,76,7936.2716,0.012,1,193,41,1.5394736842105263
116,77,7938.1346,0.0069,1,193,39,1.5064935064935066
115,78,7933.7875,0.007,1,193,37,1.4743589743589745
114,79,7924.1648,0.0449,1,193,35,1.4430379746835442
113,80,7907.973,0.0803,1,193,33,1.4125
112,81,7885.3445,0.0348,1,193,31,1.382716049382716
111,82,7854.0994,0.0533,1,193,29,1.353658536585366
110,83,7817.1718,0.0393,1,193,27,1.3253012048192772
109,84,7773.951,0.0753,1,193,25,1.2976190476190477
108,85,7727.1099,0.1121,1,193,23,1.2705882352941176
107,86,7675.853,0.1301,1,193,21,1.244186046511628
121,73,7865.0,3.0,0,194,48,1.6575342465753424
120,74,7899.0,2.0,0,194,46,1.6216216216216217
119,75,7909.0,1.0,0,194,44,1.5866666666666667
118,76,7932.0232,0.0124,1,194,42,1.5526315789473684
117,77,7928.4885,0.0069,1,194,40,1.5194805194805194
116,78,7935.942,0.0026,1,194,38,1.4871794871794872
115,79,7918.7744,0.0109,1,194,36,1.4556962025316456
114,80,7914.5974,0.0149,1,194,34,1.425
113,81,7883.5211,0.072,1,194,32,1.3950617283950617
112,82,7865.4181,0.0899,1,194,30,1.3658536585365855
111,83,7819.1955,0.0271,1,194,28,1.3373493975903614
110,84,7789.2947,0.0666,1,194,26,1.3095238095238095
109,85,7732.2304,0.1211,1,194,24,1.2823529411764707
108,86,7694.9961,0.0859,1,194,22,1.255813953488372
121,74,7881.0,2.0,0,195,47,1.635135135135135
120,75,7901.0,2.0,0,195,45,1.6
119,76,7917.7449,0.2866,1,195,43,1.5657894736842106
118,77,7924.916,0.0068,1,195,41,1.5324675324675325
117,78,7926.553,0.0026,1,195,39,1.5
116,79,7921.3778,0.0057,1,195,37,1.4683544303797469
115,80,7909.398,0.1187,1,195,35,1.4375
114,81,7890.7293,0.0571,1,195,33,1.4074074074074074
113,82,7864.0647,0.0261,1,195,31,1.3780487804878048
112,83,7830.7579,0.0271,1,195,29,1.3493975903614457
111,84,7791.3155,0.031,1,195,27,1.3214285714285714
110,85,7748.0914,0.0491,1,195,25,1.2941176470588236
109,86,7700.3841,0.2651,1,195,23,1.2674418604651163
122,74,7872.0,2.0,0,196,48,1.6486486486486487
121,75,7886.0,2.0,0,196,46,1.6133333333333333
120,76,7912.2301,0.2044,1,196,44,1.5789473684210527
119,77,7914.1487,0.196,1,196,42,1.5454545454545454
118,78,7926.5297,0.0026,1,196,40,1.5128205128205128
117,79,7914.8553,0.0151,1,196,38,1.481012658227848
116,80,7914.37,0.015,1,196,36,1.45
115,81,7888.29,0.0618,1,196,34,1.4197530864197532
114,82,7873.3374,0.0393,1,196,32,1.3902439024390243
113,83,7831.9009,0.1246,1,196,30,1.3614457831325302
112,84,7804.7445,0.0275,1,196,28,1.3333333333333333
111,85,7752.0001,0.1543,1,196,26,1.3058823529411765
110,86,7717.966,0.0717,1,196,24,1.2790697674418605
123,74,7853.0,2.0,0,197,49,1.662162162162162
122,75,7877.0,2.0,0,197,47,1.6266666666666667
121,76,7897.0,1.0,0,197,45,1.5921052631578947
120,77,7909.0003,0.1021,1,197,43,1.5584415584415585
119,78,7915.9714,0.0027,1,197,41,1.5256410256410255
118,79,7915.6548,0.0028,1,197,39,1.4936708860759493
117,80,7908.6402,0.0163,1,197,37,1.4625
116,81,7893.5725,0.0689,1,197,35,1.4320987654320987
115,82,7871.2822,0.0244,1,197,33,1.4024390243902438
114,83,7841.6348,0.0423,1,197,31,1.3734939759036144
113,84,7805.7136,0.0501,1,197,29,1.3452380952380953
112,85,7766.0174,0.0405,1,197,27,1.3176470588235294
111,86,7722.119,0.0822,1,197,25,1.2906976744186047
110,87,7673.764,0.2865,1,197,23,1.264367816091954
123,75,7861.0,2.0,0,198,48,1.64
122,76,7890.0,1.0,0,198,46,1.605263157894737
121,77,7897.0,1.0,0,198,44,1.5714285714285714
120,78,7914.1512,0.0106,1,198,42,1.5384615384615385
119,79,7908.5675,0.0027,1,198,40,1.5063291139240507
118,80,7911.5532,0.0023,1,198,38,1.475
117,81,7890.3011,0.0381,1,198,36,1.4444444444444444
116,82,7878.9695,0.0442,1,198,34,1.4146341463414633
115,83,7841.2123,0.1392,1,198,32,1.3855421686746987
114,84,7817.5611,0.088,1,198,30,1.3571428571428572
113,85,7769.3446,0.0248,1,198,28,1.3294117647058823
112,86,7737.7245,0.0678,1,198,26,1.302325581395349
111,87,7679.1873,0.1572,1,198,24,1.2758620689655173
124,75,7850.0,2.0,0,199,49,1.6533333333333333
123,76,7874.0,1.0,0,199,47,1.618421052631579
122,77,7891.2066,0.2063,1,199,45,1.5844155844155845
121,78,7902.3011,0.0109,1,199,43,1.5512820512820513
120,79,7906.9379,0.0027,1,199,41,1.518987341772152
119,80,7905.2794,0.0027,1,199,39,1.4875
118,81,7893.8773,0.1404,1,199,37,1.4567901234567902
117,82,7875.7366,0.0343,1,199,35,1.4268292682926829
116,83,7849.5232,0.0533,1,199,33,1.3975903614457832
115,84,7817.6582,0.0273,1,199,31,1.369047619047619
114,85,7781.4883,0.0271,1,199,29,1.3411764705882352
113,86,7741.0568,0.0367,1,199,27,1.313953488372093
112,87,7695.2599,0.069,1,199,25,1.2873563218390804
124,76,7867.0,1.0,0,200,48,1.631578947368421
123,77,7878.0,1.0,0,200,46,1.5974025974025974
122,78,7899.1986,0.1006,1,200,44,1.564102564102564
121,79,7898.4915,0.1336,1,200,42,1.5316455696202531
120,80,7905.8956,0.0027,1,200,40,1.5
119,81,7889.7037,0.0288,1,200,38,1.4691358024691359
118,82,7881.8101,0.05,1,200,36,1.4390243902439024
117,83,7848.4969,0.1135,1,200,34,1.4096385542168675
116,84,7827.4407,0.0379,1,200,32,1.380952380952381
115,85,7783.7601,0.1223,1,200,30,1.3529411764705883
114,86,7754.9111,0.029,1,200,28,1.3255813953488371
113,87,7700.3292,0.1526,1,200,26,1.2988505747126438
125,76,7849.0,1.0,0,201,49,1.644736842105263
124,77,7870.0,1.0,0,201,47,1.6103896103896105
123,78,7885.8337,0.2493,1,201,45,1.5769230769230769
122,79,7895.1752,0.016,1,201,43,1.5443037974683544
121,80,7897.5607,0.0036,1,201,41,1.5125
120,81,7891.2717,0.0706,1,201,39,1.4814814814814814
119,82,7877.8782,0.0684,1,201,37,1.451219512195122
118,83,7854.8713,0.0606,1,201,35,1.4216867469879517
117,84,7826.5619,0.0246,1,201,33,1.3928571428571428
116,85,7794.1536,0.0407,1,201,31,1.3647058823529412
115,86,7757.0174,0.0504,1,201,29,1.3372093023255813
114,87,7714.8367,0.0452,1,201,27,1.3103448275862069
113,88,7669.4108,0.101,1,201,25,1.2840909090909092
126,76,7839.0,2.0,0,202,50,1.6578947368421053
125,77,7855.0,1.0,0,202,48,1.6233766233766234
124,78,7881.5609,0.1245,1,202,46,1.5897435897435896
123,79,7885.91,0.1153,1,202,44,1.5569620253164558
122,80,7896.8505,0.0035,1,202,42,1.525
121,81,7886.2206,0.0091,1,202,40,1.4938271604938271
120,82,7882.1505,0.0188,1,202,38,1.4634146341463414
119,83,7852.5857,0.0693,1,202,36,1.4337349397590362
118,84,7834.8053,0.0429,1,202,34,1.4047619047619047
117,85,7794.5637,0.1366,1,202,32,1.3764705882352941
116,86,7769.3018,0.0867,1,202,30,1.3488372093023255
115,87,7719.0125,0.0299,1,202,28,1.3218390804597702
114,88,7685.5684,0.0743,1,202,26,1.2954545454545454
127,76,7814.0,2.0,0,203,51,1.6710526315789473
126,77,7845.0,2.0,0,203,49,1.6363636363636365
125,78,7867.0,1.0,0,203,47,1.6025641025641026
124,79,7880.865,0.0152,1,203,45,1.5696202531645569
123,80,7887.4828,0.008,1,203,43,1.5375
122,81,7886.053,0.0058,1,203,41,1.5061728395061729
121,82,7877.397,0.0323,1,203,39,1.475609756097561
120,83,7857.4762,0.0629,1,203,37,1.4457831325301205
119,84,7832.8632,0.0229,1,203,35,1.4166666666666667
118,85,7803.6487,0.0523,1,203,33,1.388235294117647
117,86,7770.3437,0.0286,1,203,31,1.3604651162790697
116,87,7731.7092,0.0307,1,203,29,1.3333333333333333
115,88,7689.8015,0.0477,1,203,27,1.3068181818181819
127,77,7823.0,2.0,0,204,50,1.6493506493506493
126,78,7859.0,1.0,0,204,48,1.6153846153846154
125,79,7868.0,1.0,0,204,46,1.5822784810126582
124,80,7885.5455,0.0025,1,204,44,1.55
123,81,7880.0238,0.0057,1,204,42,1.5185185185185186
122,82,7879.9326,0.0056,1,204,40,1.4878048780487805
121,83,7854.2157,0.045,1,204,38,1.4578313253012047
120,84,7839.0823,0.0494,1,204,36,1.4285714285714286
119,85,7803.5522,0.1111,1,204,34,1.4
118,86,7780.5743,0.0365,1,204,32,1.372093023255814
117,87,7734.6931,0.1205,1,204,30,1.3448275862068966
116,88,7704.1238,0.0437,1,204,28,1.3181818181818181
128,77,7805.0,2.0,0,205,51,1.6623376623376624
127,78,7836.0,1.0,0,205,49,1.6282051282051282
126,79,7860.0,1.0,0,205,47,1.5949367088607596
125,80,7874.7325,0.0178,1,205,45,1.5625
124,81,7878.3946,0.006,1,205,43,1.5308641975308641
123,82,7874.3313,0.0056,1,205,41,1.5
122,83,7857.3218,0.0235,1,205,39,1.4698795180722892
121,84,7836.2168,0.0491,1,205,37,1.4404761904761905
120,85,7810.2694,0.0588,1,205,35,1.411764705882353
119,86,7780.7226,0.0248,1,205,33,1.3837209302325582
118,87,7745.687,0.0382,1,205,31,1.3563218390804597
117,88,7707.1698,0.1111,1,205,29,1.3295454545454546
116,89,7662.8519,0.2894,1,205,27,1.303370786516854
128,78,7820.0,1.0,0,206,50,1.641025641025641
127,79,7840.0,1.0,0,206,48,1.6075949367088607
126,80,7869.1723,0.0992,1,206,46,1.575
125,81,7871.7219,0.0062,1,206,44,1.5432098765432098
124,82,7875.362,0.0056,1,206,42,1.5121951219512195
123,83,7853.3249,0.0371,1,206,40,1.4819277108433735
122,84,7840.5973,0.0195,1,206,38,1.4523809523809523
121,85,7808.8904,0.0657,1,206,36,1.423529411764706
120,86,7789.0417,0.0417,1,206,34,1.3953488372093024
119,87,7746.9621,0.135,1,206,32,1.367816091954023
118,88,7719.8028,0.0874,1,206,30,1.3409090909090908
117,89,7667.8538,0.316,1,206,28,1.3146067415730338
129,78,7797.0,2.0,0,207,51,1.6538461538461537
128,79,7824.0,1.0,0,207,49,1.620253164556962
127,80,7848.6112,0.144,1,207,47,1.5875
126,81,7866.7979,0.0263,1,207,45,1.5555555555555556
125,82,7869.8664,0.0055,1,207,43,1.524390243902439
124,83,7854.5053,0.0116,1,207,41,1.4939759036144578
123,84,7836.6734,0.0322,1,207,39,1.4642857142857142
122,85,7813.9653,0.0599,1,207,37,1.4352941176470588
121,86,7787.9987,0.0229,1,207,35,1.4069767441860466
120,87,7756.2689,0.0848,1,207,33,1.3793103448275863
119,88,7721.7503,0.2816,1,207,31,1.3522727272727273
118,89,7681.1001,0.2717,1,207,29,1.3258426966292134
130,78,7780.0,2.0,0,208,52,1.6666666666666667
129,79,7803.0,1.0,0,208,50,1.6329113924050633
128,80,7834.1914,0.1478,1,208,48,1.6
127,81,7847.1835,0.0089,1,208,46,1.5679012345679013
126,82,7867.453,0.0055,1,208,44,1.5365853658536586
125,83,7849.8534,0.0111,1,208,42,1.5060240963855422
124,84,7839.3568,0.008,1,208,40,1.4761904761904763
123,85,7811.5604,0.0429,1,208,38,1.4470588235294117
122,86,7794.2678,0.0489,1,208,36,1.4186046511627908
121,87,7756.8985,0.056,1,208,34,1.3908045977011494
120,88,7732.0177,0.0434,1,208,32,1.3636363636363635
119,89,7684.8289,0.31,1,208,30,1.3370786516853932
118,90,7652.5716,0.1532,1,208,28,1.3111111111111111
130,79,7786.0,2.0,0,209,51,1.6455696202531647
129,80,7813.0,1.0,0,209,49,1.6125
128,81,7833.3979,0.0292,1,209,47,1.5802469135802468
127,82,7848.6488,0.0084,1,209,45,1.548780487804878
126,83,7847.9869,0.0065,1,209,43,1.5180722891566265
125,84,7835.1882,0.0085,1,209,41,1.4880952380952381
124,85,7814.7835,0.0227,1,209,39,1.4588235294117646
123,86,7792.1755,0.0477,1,209,37,1.430232558139535
122,87,7763.7485,0.055,1,209,35,1.4022988505747127
121,88,7733.0177,0.0275,1,209,33,1.375
120,89,7695.8455,0.2672,1,209,31,1.348314606741573
119,90,7656.0,0.0,0,209,29,1.3222222222222222
131,79,7764.0,2.0,0,210,52,1.6582278481012658
130,80,7799.0,1.0,0,210,50,1.625
129,81,7813.589,0.0553,1,210,48,1.5925925925925926
128,82,7835.9656,0.0069,1,210,46,1.5609756097560976
127,83,7832.5424,0.0065,1,210,44,1.5301204819277108
126,84,7834.3462,0.0055,1,210,42,1.5
125,85,7811.6638,0.0366,1,210,40,1.4705882352941178
124,86,7796.6653,0.0217,1,210,38,1.441860465116279
123,87,7763.1243,0.0639,1,210,36,1.4137931034482758
122,88,7741.3687,0.0438,1,210,34,1.3863636363636365
121,89,7698.0182,0.2962,1,210,32,1.3595505617977528
120,90,7669.0764,0.09,1,210,30,1.3333333333333333
131,80,7777.0,1.0,0,211,51,1.6375
130,81,7799.7915,0.1987,1,211,49,1.6049382716049383
129,82,7817.0079,0.0107,1,211,47,1.5731707317073171
128,83,7819.7745,0.0258,1,211,45,1.5421686746987953
127,84,7818.7842,0.006,1,211,43,1.5119047619047619
126,85,7811.3545,0.0129,1,211,41,1.4823529411764707
125,86,7793.9412,0.0323,1,211,39,1.4534883720930232
124,87,7768.3613,0.0568,1,211,37,1.4252873563218391
123,88,7741.0887,0.0235,1,211,35,1.3977272727272727
122,89,7707.468,0.2548,1,211,33,1.3707865168539326
121,90,7671.8506,0.4079,1,211,31,1.3444444444444446
120,91,7629.3948,0.3293,1,211,29,1.3186813186813187
132,80,7762.0,1.0,0,212,52,1.65
131,81,7780.0,1.0,0,212,50,1.617283950617284
130,82,7804.3203,0.0087,1,212,48,1.5853658536585367
129,83,7803.314,0.0087,1,212,46,1.5542168674698795
128,84,7810.2438,0.0054,1,212,44,1.5238095238095237
127,85,7798.34,0.0113,1,212,42,1.4941176470588236
126,86,7794.7963,0.0147,1,212,40,1.4651162790697674
125,87,7766.8455,0.0414,1,212,38,1.4367816091954022
124,88,7747.5078,0.0484,1,212,36,1.4090909090909092
123,89,7708.4479,0.1032,1,212,34,1.3820224719101124
122,90,7682.0628,0.0477,1,212,32,1.3555555555555556
121,91,7633.6289,0.4132,1,212,30,1.3296703296703296
133,80,7739.0,1.0,0,213,53,1.6625
132,81,7765.4311,0.1268,1,213,51,1.6296296296296295
131,82,7785.1732,0.0326,1,213,49,1.5975609756097562
130,83,7791.0217,0.0239,1,213,47,1.5662650602409638
129,84,7794.024,0.0143,1,213,45,1.5357142857142858
128,85,7790.0036,0.023,1,213,43,1.5058823529411764
127,86,7782.1824,0.0158,1,213,41,1.4767441860465116
126,87,7768.4543,0.0221,1,213,39,1.4482758620689655
125,88,7746.4726,0.0461,1,213,37,1.4204545454545454
124,89,7715.5908,0.0548,1,213,35,1.3932584269662922
123,90,7683.847,0.0433,1,213,33,1.3666666666666667
122,91,7644.8027,0.2684,1,213,31,1.3406593406593406
134,80,7724.0,2.0,0,214,54,1.675
133,81,7745.0,1.0,0,214,52,1.6419753086419753
132,82,7772.3955,0.0092,1,214,50,1.6097560975609757
131,83,7773.4955,0.0524,1,214,48,1.5783132530120483
130,84,7785.1163,0.0068,1,214,46,1.5476190476190477
129,85,7776.3632,0.0186,1,214,44,1.5176470588235293
128,86,7777.1023,0.0429,1,214,42,1.4883720930232558
127,87,7757.7393,0.0398,1,214,40,1.4597701149425288
126,88,7749.1719,0.0245,1,214,38,1.4318181818181819
125,89,7715.8874,0.0633,1,214,36,1.404494382022472
124,90,7692.3173,0.0498,1,214,34,1.3777777777777778
123,91,7647.7037,0.3795,1,214,32,1.3516483516483517
135,80,7701.0,2.0,0,215,55,1.6875
134,81,7730.0,1.0,0,215,53,1.654320987654321
133,82,7752.7381,0.245,1,215,51,1.6219512195121952
132,83,7761.7177,0.0262,1,215,49,1.5903614457831325
131,84,7768.1768,0.0099,1,215,47,1.5595238095238095
130,85,7767.8627,0.0308,1,215,45,1.5294117647058822
129,86,7763.8164,0.0283,1,215,43,1.5
128,87,7753.2607,0.0329,1,215,41,1.471264367816092
127,88,7739.3249,0.0335,1,215,39,1.4431818181818181
126,89,7719.4137,0.0577,1,215,37,1.4157303370786516
125,90,7693.0266,0.0295,1,215,35,1.3888888888888888
124,91,7657.3733,0.3835,1,215,33,1.3626373626373627
123,92,7620.7821,0.4844,1,215,31,1.3369565217391304
136,80,7685.0,2.0,0,216,56,1.7
135,81,7709.0,1.0,0,216,54,1.6666666666666667
134,82,7740.0,1.0,0,216,52,1.6341463414634145
133,83,7743.4996,0.0518,1,216,50,1.6024096385542168
132,84,7758.8205,0.0084,1,216,48,1.5714285714285714
131,85,7753.0024,0.0166,1,216,46,1.5411764705882354
